Species,AOO
Gaertnera_ternifolia,14
Gaertnera_trachystyla,393
Gaertnera_vaginans,24
Gaertnera_vaginata,18
Gaertnera_velutina,64
Gaertnera_vernicosa,27
Gaertnera_viminea,0
Gaertnera_walkeri,14
Gaertnera_xerophila,27
Gagnebina_bakoliae,0
Gagnebina_commersoniana,517
Gagnebina_pterocarpa,33
Gaiadendron_punctatum,5675
Galbulimima_belgraveana,973
Galearia_aristifera,19
Galearia_celebica,303
Galearia_filiformis,44
Galearia_fulva,298
Galearia_maingayi,14
Galiniera_saxifraga,1191
Galipea_carinata,51
Galipea_ciliata,582
Galipea_congestiflora,288
Galipea_dasysperma,169
Galipea_grandifolia,14
Galipea_jasminiflora,1564
Galipea_laxiflora,189
Galipea_lucida,14
Galipea_panamensis,68
Galipea_revoluta,56
Galipea_trifoliata,1569
Gallesia_integrifolia,2194
Gallienia_sclerophylla,159
Galphimia_oaxacana,18
Galpinia_transvaalica,190
Gamblea_ciliata,279
Gamblea_innovans,833
Gamblea_malayana,0
Gamblea_pseudoevodiifolia,45
Ganophyllum_falcatum,2373
Ganophyllum_giganteum,206
Garcia_nutans,43
Garcia_parviflora,216
Garcinia_acutifolia,0
Garcinia_afzelii,156
Garcinia_amboinensis,0
Garcinia_ambrensis,43
Garcinia_amplexicaulis,41
Garcinia_andamanica,0
Garcinia_anjouanensis,24
Garcinia_anomala,0
Garcinia_aphanophlebia,106
Garcinia_archboldiana,53
Garcinia_arenicola,42
Garcinia_aristata,78
Garcinia_assugu,34
Garcinia_asterandra,156
Garcinia_atroviridis,58
Garcinia_bakeriana,0
Garcinia_bancana,58
Garcinia_beccarii,24
Garcinia_benthamiana,265
Garcinia_bifasciculata,14
Garcinia_binucao,28
Garcinia_blumei,0
Garcinia_borneensis,0
Garcinia_bracteata,58
Garcinia_brasiliensis,2026
Garcinia_brassii,141
Garcinia_brevipedicellata,39
Garcinia_brevirostris,43
Garcinia_buchananii,62
Garcinia_cadelliana,0
Garcinia_calcicola,188
Garcinia_cambodgiensis,0
Garcinia_caudiculata,0
Garcinia_celebica,87
Garcinia_cerasifer,55
Garcinia_chapelieri,298
Garcinia_chromocarpa,182
Garcinia_cochinchinensis,23
Garcinia_cowa,86
Garcinia_crassiflora,90
Garcinia_cuspidata,0
Garcinia_cymosa,14
Garcinia_dalleizettei,32
Garcinia_dauphinensis,319
Garcinia_decipiens,237
Garcinia_decussata,0
Garcinia_densiflora,0
Garcinia_densivenia,137
Garcinia_dives,14
Garcinia_dryobalanoides,0
Garcinia_dulcis,601
Garcinia_echinocarpa,9
Garcinia_epunctata,34
Garcinia_esculenta,0
Garcinia_evonymoides,81
Garcinia_fagraeoides,0
Garcinia_forbesii,34
Garcinia_fusca,0
Garcinia_gardneriana,6256
Garcinia_gaudichaudii,38
Garcinia_gerrardii,73
Garcinia_gibbsiae,173
Garcinia_goudotiana,194
Garcinia_griffithii,29
Garcinia_gummi-gutta,0
Garcinia_hanburyi,19
Garcinia_harmandii,0
Garcinia_havilandii,0
Garcinia_hendersoniana,0
Garcinia_hessii,18
Garcinia_hollrungii,58
Garcinia_huillensis,43
Garcinia_humilis,56
Garcinia_hunsteinii,161
Garcinia_intermedia,2365
Garcinia_jaweri,14
Garcinia_kingaensis,178
Garcinia_kola,529
Garcinia_kwangsiensis,0
Garcinia_lancilimba,0
Garcinia_lanessanii,0
Garcinia_latissima,224
Garcinia_linii,22
Garcinia_livingstonei,1006
Garcinia_lowryi,192
Garcinia_lucida,354
Garcinia_luzoniensis,0
Garcinia_macrophylla,3658
Garcinia_madagascariensis,200
Garcinia_madruno,5363
Garcinia_magnifolia,424
Garcinia_maingayi,19
Garcinia_maluensis,97
Garcinia_mammeoides,0
Garcinia_mangorensis,125
Garcinia_mannii,747
Garcinia_mckeaniana,0
Garcinia_megistophylla,70
Garcinia_memecyloides,0
Garcinia_merguensis,57
Garcinia_microcarpa,0
Garcinia_minahassensis,19
Garcinia_miquelii,0
Garcinia_moszkowskii,0
Garcinia_mottleyana,0
Garcinia_multifida,0
Garcinia_multiflora,528
Garcinia_mungotia,45
Garcinia_myrtifolia,14
Garcinia_nervosa,73
Garcinia_nigrolineata,14
Garcinia_nitida,0
Garcinia_nujiangensis,21
Garcinia_oliveri,28
Garcinia_orthoclada,465
Garcinia_ovalifolia,1093
Garcinia_pachyclada,28
Garcinia_pancheri,13
Garcinia_parvifolia,162
Garcinia_parvula,122
Garcinia_pauciflora,243
Garcinia_paucinervis,31
Garcinia_pedicellata,45
Garcinia_pedunculata,0
Garcinia_petiolaris,0
Garcinia_picrorhiza,29
Garcinia_planchonii,0
Garcinia_polyneura,0
Garcinia_ponapensis,14
Garcinia_portoricensis,70
Garcinia_prainiana,19
Garcinia_preussii,182
Garcinia_pseudoguttifera,75
Garcinia_puat,27
Garcinia_punctata,1086
Garcinia_pyrifera,0
Garcinia_quadrifaria,378
Garcinia_revoluta,13
Garcinia_rheedei,14
Garcinia_rhizophoroides,0
Garcinia_rigida,0
Garcinia_riparia,29
Garcinia_robsoniana,14
Garcinia_rostrata,49
Garcinia_rubra,0
Garcinia_rumiyo,0
Garcinia_ruscifolia,32
Garcinia_sabangensis,38
Garcinia_schefferi,0
Garcinia_schomburgkiana,0
Garcinia_schraderi,58
Garcinia_scortechinii,19
Garcinia_semseii,39
Garcinia_serpentini,13
Garcinia_sessilis,0
Garcinia_sizygiifolia,24
Garcinia_smeathmanii,1113
Garcinia_sopsopia,0
Garcinia_spicata,14
Garcinia_staudtii,73
Garcinia_stigmacantha,0
Garcinia_stipulata,0
Garcinia_subelliptica,72
Garcinia_subfalcata,0
Garcinia_subtilinervis,24
Garcinia_succifolia,0
Garcinia_tanzaniensis,19
Garcinia_terpnophylla,0
Garcinia_tetralata,0
Garcinia_tetrandra,34
Garcinia_teysmanniana,0
Garcinia_thouvenotii,32
Garcinia_travancorica,0
Garcinia_tsaratananae,249
Garcinia_tsimatimia,33
Garcinia_uniflora,14
Garcinia_urophylla,24
Garcinia_urschii,60
Garcinia_verrucosa,991
Garcinia_verticillata,0
Garcinia_vidalii,14
Garcinia_vieillardii,13
Garcinia_vilersiana,0
Garcinia_vitiensis,42
Garcinia_warburgiana,34
Garcinia_warrenii,826
Garcinia_xanthochymus,77
Garcinia_xipshuanbannaensis,0
Garcinia_xylosperma,0
Garcinia_yunnanensis,31
Gardenia_actinocarpa,52
Gardenia_aubryi,59
Gardenia_barnesii,19
Gardenia_brachythamnus,56
Gardenia_brevicalyx,67
Gardenia_brighamii,18
Gardenia_carinata,14
Gardenia_colnettiana,0
Gardenia_cornuta,105
Gardenia_coronaria,19
Gardenia_crameri,0
Gardenia_dacryoides,451
Gardenia_elata,93
Gardenia_erubescens,1774
Gardenia_ewartii,790
Gardenia_faucicola,297
Gardenia_fiorii,24
Gardenia_fucata,1672
Gardenia_gardneri,33
Gardenia_griffithii,0
Gardenia_gummifera,0
Gardenia_hainanensis,26
Gardenia_imperialis,785
Gardenia_jabiluka,24
Gardenia_jasminoides,2380
Gardenia_kamialiensis,14
Gardenia_leopoldiana,29
Gardenia_mannii,0
Gardenia_manongarivensis,0
Gardenia_megasperma,6742
Gardenia_mollis,0
Gardenia_mutabilis,0
Gardenia_obtusifolia,18
Gardenia_ornata,0
Gardenia_oudiepe,13
Gardenia_ovularis,419
Gardenia_papuana,34
Gardenia_philastrei,0
Gardenia_posoquerioides,97
Gardenia_pterocalyx,14
Gardenia_pyriformis,1315
Gardenia_remyi,32
Gardenia_resinifera,0
Gardenia_resiniflua,244
Gardenia_resinosa,1860
Gardenia_rutenbergiana,272
Gardenia_sambiranensis,43
Gardenia_scabrella,340
Gardenia_schwarzii,872
Gardenia_sericea,37
Gardenia_sootepensis,46
Gardenia_taitensis,28
Gardenia_tannaensis,70
Gardenia_ternifolia,3682
Gardenia_tessellaris,284
Gardenia_thunbergia,113
Gardenia_transvenulosa,219
Gardenia_tubifera,39
Gardenia_vilhelmii,553
Gardenia_vitiensis,0
Gardenia_vogelii,255
Gardenia_volkensii,536
Gardenia_vulcanica,0
Gardeniopsis_longifolia,49
Garnieria_spathulifolia,41
Garrettia_siamensis,32
Garrya_corvorum,18
Garrya_elliptica,1467
Garrya_fadyenii,302
Garrya_flavescens,3138
Garrya_fremontii,2193
Garrya_glaberrima,213
Garrya_laurifolia,2992
Garrya_longifolia,455
Garrya_ovata,1420
Garrya_salicifolia,45
Garrya_veatchii,1631
Garrya_wrightii,1676
Garuga_floribunda,713
Garuga_forrestii,39
Garuga_pierrei,0
Garuga_pinnata,87
Gastrolepis_austrocaledonica,50
Gastrolobium_bilobum,825
Gastrolobium_ferrugineum,32
Gastrolobium_spectabile,58
Gaulettia_canescens,49
Gaulettia_canomensis,593
Gaulettia_cognata,181
Gaulettia_elata,196
Gaulettia_foveolata,44
Gaulettia_parillo,466
Gaulettia_racemosa,569
Gaulettia_steyermarkii,19
Gaultheria_acuminata,1328
Gaultheria_bracteata,723
Gaultheria_erecta,6594
Gaultheria_eriophylla,574
Gaultheria_fragrantissima,499
Gaultheria_griffithiana,313
Gaultheria_itatiaiae,93
Gaultheria_malayana,39
Gaussia_attenuata,18
Gaussia_gomez-pompae,32
Gaussia_maya,164
Gaussia_princeps,0
Gaylussacia_brasiliensis,3935
Gaylussacia_montana,379
Gaylussacia_oleifolia,139
Gaylussacia_rhododendron,90
Gaylussacia_salicifolia,203
Geijera_balansae,32
Geijera_linearifolia,6907
Geijera_paniculata,547
Geijera_parviflora,13884
Geijera_salicifolia,4431
Geissanthus_ambiguus,870
Geissanthus_andinus,485
Geissanthus_angustiflorus,0
Geissanthus_argutus,93
Geissanthus_bangii,109
Geissanthus_barraganus,0
Geissanthus_betancurii,53
Geissanthus_bogotensis,353
Geissanthus_boliviana,18
Geissanthus_callejasii,0
Geissanthus_cestrifolius,0
Geissanthus_challuayacus,34
Geissanthus_cogolloi,29
Geissanthus_dentatus,0
Geissanthus_durifolius,0
Geissanthus_ecuadorensis,78
Geissanthus_fallenae,34
Geissanthus_floccosus,0
Geissanthus_floribundus,14
Geissanthus_fragrans,102
Geissanthus_francoae,24
Geissanthus_goudotianus,14
Geissanthus_haenkeanus,0
Geissanthus_kalbreyeri,24
Geissanthus_lehmannii,0
Geissanthus_lepidotus,0
Geissanthus_longistamineus,383
Geissanthus_longistylus,0
Geissanthus_multiflorus,0
Geissanthus_myrianthus,0
Geissanthus_occidentalis,254
Geissanthus_perpuncticulosus,83
Geissanthus_peruvianus,19
Geissanthus_pichinchae,68
Geissanthus_quindiensis,122
Geissanthus_sararensis,14
Geissanthus_sodiroanus,19
Geissanthus_spectabilis,0
Geissanthus_vanderwerffii,83
Geissanthus_zakii,0
Geissois_bradfordii,0
Geissois_denhamii,79
Geissois_hippocastaneifolia,0
Geissois_hirsuta,54
Geissois_imthurnii,0
Geissois_montana,55
Geissois_polyphylla,36
Geissois_pruinosa,123
Geissois_racemosa,41
Geissois_superba,28
Geissois_ternata,0
Geissois_trifoliolata,22
Geissois_velutina,0
Geissospermum_argenteum,171
Geissospermum_laeve,734
Geissospermum_reticulatum,236
Geissospermum_sericeum,108
Geissospermum_urceolatum,170
Geniostoma_antherotrichum,234
Geniostoma_balansaeanum,27
Geniostoma_biseriale,0
Geniostoma_celastrineum,32
Geniostoma_densiflora,54
Geniostoma_erythrosperma,0
Geniostoma_glaucescens,18
Geniostoma_leenhoutsii,0
Geniostoma_macrophyllum,0
Geniostoma_mooreanum,0
Geniostoma_novae-caledoniae,18
Geniostoma_petiolosum,37
Geniostoma_randianum,43
Geniostoma_rapense,8
Geniostoma_remyana,69
Geniostoma_rupestre,723
Geniostoma_trichostylum,0
Geniostoma_vestitum,18
Geniostoma_weinlandii,122
Genipa_americana,14659
Genipa_infundibuliformis,193
Genipa_spruceana,1445
Genista_aetnensis,81
Genista_maderensis,58
Gentlea_penduliflora,352
Gentlea_tacanensis,75
Geoffroea_decorticans,1151
Geoffroea_spinosa,1973
Geonoma_baculifera,677
Geonoma_brongniartii,1617
Geonoma_calyptrogynoidea,288
Geonoma_camana,832
Geonoma_chococola,265
Geonoma_congesta,1233
Geonoma_cuneata,2647
Geonoma_deversa,7173
Geonoma_elegans,1018
Geonoma_ferruginea,681
Geonoma_hollinensis,0
Geonoma_interrupta,2686
Geonoma_laxiflora,517
Geonoma_lehmannii,556
Geonoma_longivaginata,286
Geonoma_macrostachys,4196
Geonoma_maxima,4589
Geonoma_mooreana,126
Geonoma_multisecta,103
Geonoma_occidentalis,788
Geonoma_oldemanii,108
Geonoma_oligoclona,58
Geonoma_orbignyana,2913
Geonoma_pinnatifrons,1035
Geonoma_poeppigiana,927
Geonoma_pohliana,4706
Geonoma_schizocarpa,44
Geonoma_schottiana,3205
Geonoma_stricta,4806
Geonoma_triandra,97
Geonoma_triglochin,343
Geonoma_trigona,48
Geonoma_undata,3720
Geranium_arboreum,13
Gereaua_perrieri,82
Gerrardina_foliosa,212
Gesneria_alpina,0
Gesneria_aspera,0
Gesneria_calycina,14
Gesneria_calycosa,0
Gesneria_cubensis,65
Gesneria_exserta,14
Gesneria_hypoclada,0
Gesneria_pedunculosa,159
Gesneria_scabra,23
Gesneria_viridiflora,102
Gesnouinia_arborea,221
Gevuina_avellana,243
Gigasiphon_macrosiphon,53
Gilbertiodendron_aylmeri,58
Gilbertiodendron_barbulatum,19
Gilbertiodendron_bilineatum,136
Gilbertiodendron_brachystegioides,280
Gilbertiodendron_demonstrans,167
Gilbertiodendron_dewevrei,924
Gilbertiodendron_grandiflorum,34
Gilbertiodendron_grandistipulatum,59
Gilbertiodendron_imenoense,34
Gilbertiodendron_ivorense,112
Gilbertiodendron_klainei,63
Gilbertiodendron_limba,361
Gilbertiodendron_limosum,19
Gilbertiodendron_mayombense,88
Gilbertiodendron_ngouniense,39
Gilbertiodendron_obliquum,0
Gilbertiodendron_ogoouense,354
Gilbertiodendron_pachyanthum,0
Gilbertiodendron_preussii,396
Gilbertiodendron_robynsianum,73
Gilbertiodendron_splendidum,235
Gilbertiodendron_stipulaceum,142
Gilbertiodendron_unijugum,142
Gilbertiodendron_zenkeri,14
Gillbeea_adenopetala,554
Gillbeea_papuana,73
Gillbeea_whypallana,137
Gilletiodendron_glandulosum,86
Gilletiodendron_kisantuense,68
Gilletiodendron_mildbraedii,93
Gilletiodendron_pierreanum,329
Ginoria_callosa,0
Ginoria_curvispina,0
Ginoria_ginorioides,0
Ginoria_glabra,0
Ginoria_koehneana,0
Ginoria_nudiflora,247
Ginoria_rohrii,37
Gironniera_celtidifolia,433
Gironniera_hirta,44
Gironniera_nervosa,353
Gironniera_parvifolia,58
Gironniera_rhamnifolia,0
Gironniera_subaequalis,414
Givotia_gosai,0
Givotia_moluccana,0
Givotia_stipularis,175
Gjellerupia_papuana,29
Glandonia_macrocarpa,142
Glandonia_prancei,43
Glandonia_williamsii,250
Gleasonia_cururuensis,19
Gleasonia_duidana,206
Gleasonia_macrocalyx,0
Gleasonia_prancei,68
Gleasonia_uaupensis,64
Gleditsia_amorphoides,1104
Gleditsia_aquatica,1866
Gleditsia_australis,54
Gleditsia_fera,31
Gleditsia_japonica,324
Gleditsia_microphylla,0
Gleditsia_rolfei,68
Gleditsia_sinensis,454
Gleditsia_triacanthos,20815
Glenniea_africana,44
Glenniea_pervillei,131
Glenniea_philippinensis,0
Glenniea_unijuga,14
Glenniea_unijugata,29
Gliricidia_brenningii,236
Gliricidia_maculata,635
Gliricidia_robusta,37
Gliricidia_sepium,5291
Globulostylis_cuvieroides,103
Globulostylis_leniochlamys,98
Globulostylis_minor,73
Globulostylis_uncinula,118
Glochidion_angulatum,97
Glochidion_apodogynum,1092
Glochidion_auii,0
Glochidion_azaleon,0
Glochidion_barronense,28
Glochidion_beccarii,0
Glochidion_beehleri,0
Glochidion_beguinii,19
Glochidion_benthamianum,638
Glochidion_borgmannii,34
Glochidion_brideliifolium,14
Glochidion_bullatissimum,0
Glochidion_caloneurum,0
Glochidion_calospermum,54
Glochidion_canescens,0
Glochidion_carrickii,0
Glochidion_carrii,0
Glochidion_castaneum,39
Glochidion_chlamydogyne,24
Glochidion_chondrocarpum,19
Glochidion_collectorum,0
Glochidion_conostylum,9
Glochidion_cupreum,14
Glochidion_delticola,19
Glochidion_disparipes,892
Glochidion_dodecapterum,0
Glochidion_drypetifolium,9
Glochidion_dumicola,14
Glochidion_elaphrocarpum,0
Glochidion_ellipticum,0
Glochidion_elmeri,34
Glochidion_eucleoides,63
Glochidion_frodinii,19
Glochidion_galorii,24
Glochidion_gracile,14
Glochidion_granulare,53
Glochidion_grossum,9
Glochidion_heterocalyx,14
Glochidion_hylandii,328
Glochidion_insectum,88
Glochidion_intercastellanum,0
Glochidion_katikii,14
Glochidion_kerangae,39
Glochidion_kopiaginis,9
Glochidion_kostermansii,0
Glochidion_kunstlerianum,34
Glochidion_lambiricum,0
Glochidion_lanceolatum,328
Glochidion_loerzingii,0
Glochidion_macrocarpum,166
Glochidion_macrostigma,68
Glochidion_manono,61
Glochidion_mindorense,24
Glochidion_mitrastylum,29
Glochidion_moluccanum,24
Glochidion_monostylum,34
Glochidion_mop,0
Glochidion_muscisilvae,0
Glochidion_namilo,0
Glochidion_nesophilum,39
Glochidion_nobile,0
Glochidion_nothofageticum,0
Glochidion_novoguineense,386
Glochidion_obovatum,299
Glochidion_oxygonum,0
Glochidion_pachyconum,44
Glochidion_paludicola,0
Glochidion_philippicum,646
Glochidion_phyllochlamys,0
Glochidion_pleiosepalum,0
Glochidion_pomiferum,141
Glochidion_pruinosum,9
Glochidion_pubicapsa,53
Glochidion_pungens,99
Glochidion_pyriforme,14
Glochidion_ramiflorum,172
Glochidion_retinerve,0
Glochidion_rugulosum,24
Glochidion_santisukii,0
Glochidion_sessiliflorum,359
Glochidion_singaporense,19
Glochidion_stipulare,37
Glochidion_striatum,0
Glochidion_styliferum,54
Glochidion_subfalcatum,14
Glochidion_tetrapteron,14
Glochidion_triandrum,149
Glochidion_williamsii,0
Glochidion_wisselense,24
Glochidion_zeylanicum,4279
Gloeocarpus_patentivalvis,14
Gloeospermum_andinum,29
Gloeospermum_boreale,23
Gloeospermum_dichotomum,43
Gloeospermum_equatoriense,775
Gloeospermum_falcatum,83
Gloeospermum_gossypium,14
Gloeospermum_grandifolium,113
Gloeospermum_longifolium,613
Gloeospermum_portobelense,24
Gloeospermum_sclerophyllum,68
Gloeospermum_sphaerocarpum,1635
Glossocalyx_longicuspis,713
Glossostipula_blepharophylla,91
Glossostipula_concinna,556
Glossostipula_strigosa,18
Gluema_ivorensis,152
Gluema_korupensis,19
Gluta_aptera,29
Gluta_beccarii,14
Gluta_cambodiana,23
Gluta_capituliflora,0
Gluta_elegans,14
Gluta_laccifera,33
Gluta_laxiflora,0
Gluta_macrocarpa,29
Gluta_malayana,0
Gluta_megalocarpa,0
Gluta_oba,19
Gluta_obovata,0
Gluta_papuana,19
Gluta_pubescens,0
Gluta_renghas,73
Gluta_rugulosa,19
Gluta_sabahana,107
Gluta_speciosa,14
Gluta_tavoyana,14
Gluta_torquata,0
Gluta_tourtour,104
Gluta_usitata,23
Gluta_velutina,34
Gluta_wallichii,186
Glycosmis_chlorosperma,68
Glycosmis_cyanocarpa,39
Glycosmis_esquirolii,18
Glycosmis_greenei,0
Glycosmis_lanceolata,19
Glycosmis_longisepala,0
Glycosmis_macrantha,0
Glycosmis_macrophylla,464
Glycosmis_mauritiana,14
Glycosmis_oligantha,13
Glycosmis_parviflora,954
Glycosmis_pentaphylla,179
Glycosmis_pseudoracemosa,22
Glycosmis_puberula,0
Glycosmis_superba,0
Glycosmis_trifoliata,3695
Glycydendron_amazonicum,1478
Glycydendron_espiritosantense,144
Glyphaea_brevis,1671
Glyphaea_tomentosa,70
Glyptopetalum_calocarpum,0
Glyptopetalum_euphlebium,14
Glyptopetalum_fengii,0
Glyptopetalum_gracilipes,0
Glyptopetalum_loheri,0
Glyptopetalum_longipedicellatum,0
Glyptopetalum_longipedunculatum,0
Glyptopetalum_marivelense,0
Glyptopetalum_sclerocarpum,0
Glyptopetalum_zeylanicum,0
Gmelina_arborea,60
Gmelina_asiatica,37
Gmelina_chinensis,36
Gmelina_dalrympleana,527
Gmelina_elliptica,493
Gmelina_evoluta,18
Gmelina_fasciculiflora,371
Gmelina_lecomtei,0
Gmelina_ledermannii,44
Gmelina_leichardtii,1872
Gmelina_lepidota,44
Gmelina_lignum-vitreum,0
Gmelina_magnifica,27
Gmelina_moluccana,284
Gmelina_neocaledonica,54
Gmelina_palawensis,98
Gmelina_philippensis,19
Gmelina_racemosa,13
Gmelina_schlechteri,73
Gmelina_sessilis,53
Gmelina_smithii,53
Gmelina_uniflora,117
Gnidia_danguyana,109
Gnidia_daphnifolia,530
Gnidia_gilbertae,89
Gnidia_lamprantha,48
Gnidia_razakamalalana,13
Gochnatia_ilicifolia,0
Gochnatia_montana,0
Gochnatia_palosanto,228
Godmania_aesculifolia,2411
Godmania_dardanoi,791
Godoya_antioquiensis,249
Godoya_obovata,58
Goethalsia_meiantha,699
Goetzea_elegans,28
Gomortega_keule,35
Gomphandra_apoensis,0
Gomphandra_australiana,651
Gomphandra_capitulata,14
Gomphandra_comosa,0
Gomphandra_conklinii,0
Gomphandra_cumingiana,136
Gomphandra_donnaiensis,0
Gomphandra_flavicarpa,0
Gomphandra_fusiformis,0
Gomphandra_halconensis,0
Gomphandra_javanica,24
Gomphandra_luzoniensis,51
Gomphandra_lysipetala,0
Gomphandra_mappioides,171
Gomphandra_mollis,31
Gomphandra_montana,180
Gomphandra_oblongifolia,0
Gomphandra_oligantha,19
Gomphandra_palustris,0
Gomphandra_pseudoprasina,43
Gomphandra_quadrifida,194
Gomphandra_rarinervis,83
Gomphandra_schoepfiifolia,19
Gomphandra_subrostrata,19
Gomphandra_tetrandra,234
Gomphandra_tomentella,0
Gonatogyne_brasiliensis,73
Gongrodiscus_bilocularis,96
Gongrodiscus_parvifolius,54
Gongrodiscus_sufferrugineus,110
Gongylolepis_benthamiana,436
Gongylolepis_bracteata,44
Gongylolepis_huachamacari,88
Gongylolepis_martiana,324
Gongylolepis_oblanceolata,39
Gongylolepis_paniculata,171
Gongylolepis_paruana,19
Gongylolepis_pedunculata,58
Goniodiscus_elaeospermus,39
Gonioma_kamassi,149
Gonioma_malagasy,58
Goniorrhachis_marginata,1625
Goniothalamus_acehensis,14
Goniothalamus_amuyon,32
Goniothalamus_aruensis,34
Goniothalamus_australis,282
Goniothalamus_borneensis,0
Goniothalamus_bracteosus,0
Goniothalamus_brevicuspis,24
Goniothalamus_bygravei,0
Goniothalamus_calvicarpus,0
Goniothalamus_carolinensis,0
Goniothalamus_cauliflorus,19
Goniothalamus_chartaceus,0
Goniothalamus_cheliensis,0
Goniothalamus_chinensis,13
Goniothalamus_clemensii,24
Goniothalamus_costulatus,14
Goniothalamus_curtisii,0
Goniothalamus_dewildei,0
Goniothalamus_dolichocarpus,0
Goniothalamus_elegans,0
Goniothalamus_elmeri,66
Goniothalamus_gabriacianus,28
Goniothalamus_gardneri,0
Goniothalamus_giganteus,24
Goniothalamus_grandiflorus,44
Goniothalamus_griffithii,0
Goniothalamus_hookeri,0
Goniothalamus_howii,23
Goniothalamus_imbricatus,0
Goniothalamus_kamarudinii,0
Goniothalamus_kinabaluensis,0
Goniothalamus_laoticus,14
Goniothalamus_leiocarpus,13
Goniothalamus_loerzingii,0
Goniothalamus_macrocalyx,0
Goniothalamus_macrophyllus,132
Goniothalamus_magnificus,14
Goniothalamus_majestatis,14
Goniothalamus_malayanus,63
Goniothalamus_megalocalyx,0
Goniothalamus_miquelianus,19
Goniothalamus_montanus,44
Goniothalamus_nitidus,0
Goniothalamus_obtusifolius,0
Goniothalamus_parallelovenius,0
Goniothalamus_phaeotrichus,14
Goniothalamus_philippinensis,14
Goniothalamus_puncticulifolius,0
Goniothalamus_repevensis,0
Goniothalamus_ridleyi,98
Goniothalamus_roseus,44
Goniothalamus_rufus,68
Goniothalamus_saigonensis,18
Goniothalamus_salicinus,0
Goniothalamus_sawtehii,0
Goniothalamus_scortechinii,19
Goniothalamus_sibuyanensis,0
Goniothalamus_stenopetalus,0
Goniothalamus_suaveolens,137
Goniothalamus_subevenius,14
Goniothalamus_tamirensis,33
Goniothalamus_tapis,88
Goniothalamus_tapisoides,113
Goniothalamus_tavoyensis,0
Goniothalamus_tenuifolius,34
Goniothalamus_thwaitesii,14
Goniothalamus_tortilipetalus,0
Goniothalamus_undulatus,0
Goniothalamus_uvarioides,0
Goniothalamus_velutinus,24
Goniothalamus_woodii,29
Goniothalamus_wrayi,0
Goniothalamus_yunnanensis,0
Gonocarpus_sanguineus,83
Gonocaryum_calleryanum,119
Gonocaryum_gracile,29
Gonocaryum_impressinervium,19
Gonocaryum_litorale,357
Gonocaryum_lobbianum,123
Gonocaryum_macrophyllum,24
Gonocaryum_minus,34
Gonocaryum_poilanei,0
Gonystylus_acuminatus,0
Gonystylus_affinis,29
Gonystylus_areolatus,0
Gonystylus_bancanus,0
Gonystylus_borneensis,34
Gonystylus_brunnescens,34
Gonystylus_calophylloides,0
Gonystylus_confusus,34
Gonystylus_consanguineus,0
Gonystylus_decipiens,0
Gonystylus_forbesii,19
Gonystylus_keithii,19
Gonystylus_macrophyllus,166
Gonystylus_maingayi,0
Gonystylus_micranthus,14
Gonystylus_nervosus,0
Gonystylus_othmanii,0
Gonystylus_pendulus,0
Gonystylus_punctatus,0
Gonystylus_reticulatus,0
Gonystylus_spectabilis,0
Gonystylus_stenosepalus,0
Gonystylus_velutinus,19
Gonystylus_xylocarpus,0
Gonzalagunia_bifida,19
Gonzalagunia_brachyantha,50
Gonzalagunia_brenesii,170
Gonzalagunia_bunchosioides,422
Gonzalagunia_chiapasensis,156
Gonzalagunia_dependens,1067
Gonzalagunia_dicocca,2280
Gonzalagunia_discolor,68
Gonzalagunia_dodsonii,34
Gonzalagunia_longithyrsa,77
Gonzalagunia_osaensis,267
Gonzalagunia_ovatifolia,548
Gonzalagunia_pachystachya,34
Gonzalagunia_panamensis,1464
Gonzalagunia_rosea,894
Gonzalagunia_rudis,394
Gonzalagunia_stenostachya,252
Gonzalagunia_surinamensis,176
Gonzalagunia_thyrsoidea,207
Gorceixia_decurrens,127
Gordonia_obtusa,14
Gordonia_ovalis,0
Gordonia_singaporeana,0
Gossia_acmenoides,857
Gossia_alaternoides,96
Gossia_aphthosa,36
Gossia_bamagensis,105
Gossia_bidwillii,2783
Gossia_byrnesii,0
Gossia_clusioides,100
Gossia_colnettiana,13
Gossia_dallachyana,381
Gossia_diversifolia,18
Gossia_floribunda,455
Gossia_fragrantissima,453
Gossia_gonoclada,69
Gossia_grayi,169
Gossia_hillii,778
Gossia_inophloia,162
Gossia_kuakuensis,27
Gossia_lewisensis,160
Gossia_lucida,218
Gossia_macilwraithensis,119
Gossia_myrsinocarpa,667
Gossia_nigripes,13
Gossia_pancheri,119
Gossia_pubiflora,143
Gossia_punctata,222
Gossia_retusa,138
Gossia_shepherdii,314
Gossia_vieillardii,160
Gossia_virotii,0
Gossypium_arboreum,22
Gossypium_aridum,699
Gossypium_barbadense,1660
Gossypium_darwinii,123
Gossypium_hirsutum,2588
Gossypium_lobatum,55
Gossypium_trilobum,92
Goupia_glabra,3824
Goupia_guatemalensis,14
Graffenrieda_bella,146
Graffenrieda_calyptrelloides,43
Graffenrieda_caryophyllea,549
Graffenrieda_caudata,53
Graffenrieda_chrysandra,0
Graffenrieda_colombiana,206
Graffenrieda_conostegioides,331
Graffenrieda_cucullata,921
Graffenrieda_emarginata,865
Graffenrieda_fantastica,147
Graffenrieda_foliosa,14
Graffenrieda_galeottii,730
Graffenrieda_gentlei,28
Graffenrieda_gracilis,1137
Graffenrieda_grandifolia,185
Graffenrieda_hitchcockii,73
