Species,AOO
Diospyros_papuana,161
Diospyros_paraensis,0
Diospyros_parifolia,80
Diospyros_parviflora,275
Diospyros_parvifolia,98
Diospyros_peekelii,205
Diospyros_penangiana,0
Diospyros_pendula,44
Diospyros_pentamera,3765
Diospyros_perfida,14
Diospyros_perglauca,19
Diospyros_perplexa,27
Diospyros_perreticulata,28
Diospyros_perrieri,85
Diospyros_pervillei,43
Diospyros_philippinensis,19
Diospyros_phlebodes,0
Diospyros_physocalycina,255
Diospyros_pilosanthera,180
Diospyros_pilosiuscula,32
Diospyros_piresii,0
Diospyros_piscatoria,604
Diospyros_piscicapa,0
Diospyros_platanoides,14
Diospyros_platycalyx,61
Diospyros_plectosepala,0
Diospyros_poeppigiana,597
Diospyros_polita,0
Diospyros_polystemon,78
Diospyros_potamica,0
Diospyros_potingensis,18
Diospyros_preussii,402
Diospyros_pruinosa,110
Diospyros_pseudomespilus,151
Diospyros_pseudoxylopia,103
Diospyros_pterocalyx,18
Diospyros_pubescens,872
Diospyros_pulchra,14
Diospyros_pustulata,27
Diospyros_pyrrhocarpa,19
Diospyros_quercina,80
Diospyros_quiloensis,80
Diospyros_rabiensis,93
Diospyros_ramiflora,0
Diospyros_ramulosa,192
Diospyros_rekoi,52
Diospyros_reticulinervis,18
Diospyros_revaughanii,36
Diospyros_revoluta,19
Diospyros_revolutissima,119
Diospyros_rhodocalyx,23
Diospyros_rhododendroides,14
Diospyros_rhombifolia,93
Diospyros_ridsdalei,14
Diospyros_riedelii,14
Diospyros_rigida,14
Diospyros_ropourea,44
Diospyros_rosei,46
Diospyros_rostrata,39
Diospyros_rotundifolia,115
Diospyros_rubicunda,103
Diospyros_rufa,14
Diospyros_rumphii,0
Diospyros_sakalavarum,278
Diospyros_salicifolia,758
Diospyros_salletii,9
Diospyros_samoensis,204
Diospyros_santaremnensis,0
Diospyros_sanza-minika,436
Diospyros_savannarum,0
Diospyros_saxatilis,31
Diospyros_scabra,24
Diospyros_scabrida,255
Diospyros_sclerophylla,68
Diospyros_scottmorii,0
Diospyros_senensis,127
Diospyros_sericea,1699
Diospyros_serrana,0
Diospyros_shimbaensis,58
Diospyros_siamang,0
Diospyros_sichourensis,17
Diospyros_siderophylla,27
Diospyros_simaloerensis,0
Diospyros_simii,140
Diospyros_singaporensis,0
Diospyros_sintenisii,28
Diospyros_sogeriensis,82
Diospyros_sonorae,80
Diospyros_soubreana,464
Diospyros_soyauxii,54
Diospyros_sphaerosepala,126
Diospyros_squamosa,413
Diospyros_squarrosa,262
Diospyros_stenocarpa,47
Diospyros_strigosa,37
Diospyros_styraciformis,0
Diospyros_suaveolens,270
Diospyros_subacuta,33
Diospyros_subenervis,71
Diospyros_subfalciformis,18
Diospyros_subrhomboidea,0
Diospyros_subrotata,82
Diospyros_subsessilifolia,73
Diospyros_subsessilis,0
Diospyros_subtrinervis,32
Diospyros_subtruncata,0
Diospyros_sumatrana,166
Diospyros_sunyiensis,0
Diospyros_susarticulata,9
Diospyros_sylvatica,0
Diospyros_tampinensis,42
Diospyros_tarim,29
Diospyros_tenuiflora,48
Diospyros_tero,0
Diospyros_tessellaria,46
Diospyros_tessmannii,44
Diospyros_tetraceros,14
Diospyros_tetrandra,48
Diospyros_tetrapoda,0
Diospyros_tetrasperma,934
Diospyros_texana,1264
Diospyros_thomasii,112
Diospyros_thouarsii,0
Diospyros_tireliae,37
Diospyros_torquata,23
Diospyros_toxicaria,192
Diospyros_trianthos,0
Diospyros_tricolor,137
Diospyros_tridentata,27
Diospyros_trisulca,41
Diospyros_tropophylla,227
Diospyros_troupinii,19
Diospyros_truncata,0
Diospyros_truncatifolia,43
Diospyros_tsangii,83
Diospyros_tutcheri,44
Diospyros_ubaita,0
Diospyros_ulo,54
Diospyros_umbrosa,178
Diospyros_undulata,47
Diospyros_unisemina,13
Diospyros_urep,14
Diospyros_urschii,47
Diospyros_uzungwaensis,14
Diospyros_vaccinioides,31
Diospyros_variegata,14
Diospyros_veillonii,0
Diospyros_velutipes,112
Diospyros_venosa,72
Diospyros_vermoesenii,78
Diospyros_verrucosa,255
Diospyros_vescoi,115
Diospyros_vestita,117
Diospyros_vieillardii,311
Diospyros_vignei,372
Diospyros_villosa,256
Diospyros_villosiuscula,68
Diospyros_virgata,42
Diospyros_virginiana,3541
Diospyros_viridicans,171
Diospyros_vitiensis,0
Diospyros_wajirensis,14
Diospyros_walkeri,0
Diospyros_wallichii,146
Diospyros_weddellii,0
Diospyros_whyteana,988
Diospyros_winitii,23
Diospyros_xavantina,19
Diospyros_xiangguiensis,17
Diospyros_yaouhensis,86
Diospyros_yatesiana,241
Diospyros_yomomo,28
Diospyros_yucatanensis,386
Diospyros_yunnanensis,27
Diospyros_zenkeri,491
Diospyros_zombensis,251
Dipelta_floribunda,96
Dipentodon_sinicus,211
Diphysa_americana,1678
Diphysa_carthagenensis,2211
Diphysa_floribunda,804
Diphysa_occidentalis,311
Diphysa_ormocarpoides,321
Diphysa_puberulenta,319
Diphysa_punctata,14
Diphysa_racemosa,413
Diphysa_sennoides,60
Diphysa_suberosa,592
Diphysa_yucatanensis,217
Diplodiscus_longifolius,0
Diplodiscus_longipetiolatus,0
Diplodiscus_paniculatus,28
Diplodiscus_suluensis,28
Diplodiscus_trichospermus,18
Diploglottis_bracteata,202
Diploglottis_campbellii,173
Diploglottis_diphyllostegia,427
Diploglottis_harpullioides,108
Diploglottis_macrantha,268
Diploglottis_obovata,170
Diploglottis_pedleyi,89
Diploglottis_smithii,211
Diplokeleba_floribunda,716
Diplokeleba_herzogii,74
Diploknema_butyracea,0
Diploknema_oligomera,0
Diploknema_ramiflora,0
Diploknema_sebifera,0
Diploon_cuspidatum,1097
Diplopanax_stachyanthus,44
Diplorhynchus_condylocarpon,1092
Diplospora_dubia,1689
Diplospora_malaccensis,157
Diplospora_minahassae,14
Diplospora_mollissima,27
Diplospora_tinagoensis,54
Diplostephium_dentatum,39
Diplotropis_brasiliensis,626
Diplotropis_ferruginea,448
Diplotropis_incexis,610
Diplotropis_martiusii,1149
Diplotropis_peruviana,149
Diplotropis_purpurea,2264
Diplotropis_rigidocarpa,19
Diplotropis_rodriguesii,63
Diplotropis_strigulosa,24
Diplusodon_virgatus,1194
Diplycosia_apiculifera,0
Diplycosia_heterophylla,39
Diplycosia_luzonica,47
Diplycosia_pilosa,0
Diplycosia_pseudorufescens,14
Diplycosia_viridiflora,14
Dipterocarpus_acutangulus,14
Dipterocarpus_alatus,42
Dipterocarpus_baudii,14
Dipterocarpus_borneensis,0
Dipterocarpus_caudatus,0
Dipterocarpus_caudiferus,14
Dipterocarpus_confertus,14
Dipterocarpus_coriaceus,0
Dipterocarpus_cornutus,0
Dipterocarpus_costatus,23
Dipterocarpus_crinitus,44
Dipterocarpus_dyeri,14
Dipterocarpus_eurhynchus,0
Dipterocarpus_fagineus,0
Dipterocarpus_geniculatus,19
Dipterocarpus_globosus,0
Dipterocarpus_gracilis,38
Dipterocarpus_grandiflorus,24
Dipterocarpus_hasseltii,43
Dipterocarpus_hispidus,0
Dipterocarpus_humeratus,19
Dipterocarpus_indicus,0
Dipterocarpus_intricatus,43
Dipterocarpus_kerrii,19
Dipterocarpus_kunstleri,29
Dipterocarpus_lowii,0
Dipterocarpus_mundus,0
Dipterocarpus_nudus,0
Dipterocarpus_oblongifolius,34
Dipterocarpus_obtusifolius,104
Dipterocarpus_palembanicus,14
Dipterocarpus_retusus,18
Dipterocarpus_rigidus,14
Dipterocarpus_sarawakensis,19
Dipterocarpus_scaber,0
Dipterocarpus_stellatus,24
Dipterocarpus_sublamellatus,0
Dipterocarpus_tempehes,0
Dipterocarpus_tuberculatus,42
Dipterocarpus_turbinatus,27
Dipterocarpus_validus,0
Dipterocarpus_verrucosus,0
Dipterocarpus_zeylanicus,14
Dipteronia_dyeriana,0
Dipteronia_sinensis,120
Dipteryx_alata,4062
Dipteryx_lacunifera,356
Dipteryx_magnifica,594
Dipteryx_micrantha,724
Dipteryx_odorata,2495
Dipteryx_oleifera,815
Dipteryx_polyphylla,235
Dipteryx_punctata,784
Dipteryx_rosea,235
Diptychandra_aurantiaca,2446
Dirachma_socotrana,24
Dirachma_somalensis,14
Dirichletia_obovata,33
Dirichletia_virgata,19
Discaria_chacaye,208
Discaria_toumatou,1946
Discocalyx_albiflora,0
Discocalyx_angustissima,0
Discocalyx_brassii,14
Discocalyx_cybianthoides,0
Discocalyx_fusca,0
Discocalyx_latepetiolata,83
Discocalyx_mindanaensis,0
Discocalyx_minor,0
Discocalyx_pachyphylla,0
Discocalyx_ponapensis,24
Discocalyx_schlechteri,0
Discocarpus_essequeboensis,483
Discocarpus_gentryi,83
Discocarpus_pedicellatus,61
Discocarpus_spruceanus,327
Discoclaoxylon_hexandrum,397
Discoclaoxylon_occidentale,34
Discocleidion_rufescens,254
Discocnide_mexicana,322
Discoglypremna_caloneura,672
Discophora_guianensis,5021
Discophora_montana,58
Discopodium_penninervium,430
Discospermum_abnorme,78
Discospermum_beccarianum,0
Disepalum_anomalum,29
Disepalum_coronatum,24
Disepalum_petelotii,41
Disepalum_plagioneurum,69
Disepalum_platypetalum,39
Disepalum_pulchrum,14
Dissiliaria_baloghioides,295
Dissiliaria_indistincta,69
Dissiliaria_laxinervis,57
Dissiliaria_muelleri,80
Dissiliaria_surculosa,90
Dissiliaria_tuckeri,66
Dissomeria_crenata,204
Dissomeria_glanduligera,14
Distemonanthus_benthamianus,2265
Distephanus_garnierianus,413
Distephanus_trinervis,73
Distichirhops_megale,0
Distichirhops_mitsemosik,0
Distyliopsis_dunnii,89
Distyliopsis_lanata,9
Distyliopsis_laurifolia,39
Distyliopsis_tutcheri,13
Distylium_annamicum,0
Distylium_chungii,17
Distylium_cuspidatum,0
Distylium_dunnianum,13
Distylium_elaeagnoides,13
Distylium_gracile,113
Distylium_macrophyllum,0
Distylium_myricoides,202
Distylium_pingpienense,17
Distylium_racemosum,581
Distylium_stellare,0
Distylium_tsiangii,0
Ditta_myricoides,111
Dobera_glabra,131
Dobera_loranthifolia,53
Docynia_delavayi,298
Docynia_indica,92
Dodecadenia_grandiflora,30
Dodecastigma_amazonicum,625
Dodecastigma_integrifolium,39
Dodonaea_filifolia,815
Dodonaea_hackettiana,25
Dodonaea_inaequifolia,1374
Dodonaea_megazyga,600
Dodonaea_platyptera,1103
Dodonaea_polyandra,856
Dodonaea_stenophylla,896
Doerpfeldia_cubensis,13
Dolianthus_montiswilhelmii,0
Dolichandrone_alba,31
Dolichandrone_alternifolia,347
Dolichandrone_atrovirens,0
Dolichandrone_columnaris,0
Dolichandrone_filiformis,2249
Dolichandrone_heterophylla,3406
Dolichandrone_serrulata,0
Dolichandrone_spathacea,208
Dolichodelphys_chlorocrater,284
Dolicholobium_acuminatum,0
Dolicholobium_barbatum,0
Dolicholobium_brassii,0
Dolicholobium_cordatum,14
Dolicholobium_forbesii,33
Dolicholobium_gertrudis,58
Dolicholobium_leptocarpum,0
Dolicholobium_linearilobum,14
Dolicholobium_longifructum,0
Dolicholobium_moluccense,34
Dolicholobium_nakiki,34
Dolicholobium_oblongifolium,46
Dolicholobium_oxylobum,44
Dolicholobium_peekelii,0
Dolicholobium_philippinense,0
Dolicholobium_rheophilum,0
Dolicholobium_rufiflorum,0
Dolicholobium_solomonense,0
Doliocarpus_gentryi,29
Doliocarpus_leiophyllus,58
Doliocarpus_olivaceus,189
Doliocarpus_pipolyi,0
Doliocarpus_verruculosus,44
Dombeya_acerifolia,55
Dombeya_acutangula,13
Dombeya_aethiopica,44
Dombeya_albisquama,23
Dombeya_albotomentosa,0
Dombeya_alleizettei,0
Dombeya_amaniensis,34
Dombeya_ambalabeensis,49
Dombeya_ambatosoratrensis,0
Dombeya_ambohitrensis,0
Dombeya_ameliae,0
Dombeya_amplifolia,0
Dombeya_anakaensis,27
Dombeya_andapensis,28
Dombeya_andrahomanensis,0
Dombeya_ankaratrensis,13
Dombeya_ankazobeensis,14
Dombeya_antsianakensis,50
Dombeya_apikyensis,13
Dombeya_australis,130
Dombeya_autumnalis,35
Dombeya_befotakensis,27
Dombeya_bemarivensis,36
Dombeya_biumbellata,78
Dombeya_blattiolens,22
Dombeya_borraginea,38
Dombeya_breonii,0
Dombeya_brevistyla,19
Dombeya_buettneri,254
Dombeya_cacuminum,19
Dombeya_cannabina,36
Dombeya_capuroniana,23
Dombeya_ciliata,22
Dombeya_coria,32
Dombeya_coriopsis,0
Dombeya_cymosa,251
Dombeya_de-lislei,18
Dombeya_decanthera,77
Dombeya_decaryana,0
Dombeya_dichotoma,18
Dombeya_dichotomopsis,73
Dombeya_dolichophylla,66
Dombeya_dufournetii,0
Dombeya_elegans,55
Dombeya_elliptica,32
Dombeya_erythroclada,0
Dombeya_ferruginea,41
Dombeya_ficulnea,68
Dombeya_flabellifolia,14
Dombeya_glandulosissima,0
Dombeya_gracilicyma,0
Dombeya_hafotsy,0
Dombeya_heimii,0
Dombeya_hildebrandtii,38
Dombeya_hilsenbergii,37
Dombeya_ianthotricha,0
Dombeya_ivohibeensis,0
Dombeya_kirkii,201
Dombeya_laevissima,0
Dombeya_lastii,0
Dombeya_laurifolia,116
Dombeya_leachii,0
Dombeya_leandrii,23
Dombeya_lecomtei,44
Dombeya_lecomteopsis,0
Dombeya_ledermannii,39
Dombeya_longicuspidata,0
Dombeya_longipes,23
Dombeya_lucida,442
Dombeya_macropoda,0
Dombeya_magnifolia,0
Dombeya_mananarensis,0
Dombeya_mandenensis,26
Dombeya_manongarivensis,0
Dombeya_marojejyensis,18
Dombeya_megaphyllopsis,0
Dombeya_merika,14
Dombeya_mollis,84
Dombeya_montana,18
Dombeya_palmatisecta,23
Dombeya_parvipetala,0
Dombeya_pilosa,27
Dombeya_platanifolia,0
Dombeya_polyphylla,0
Dombeya_populnea,13
Dombeya_pubescens,38
Dombeya_pulchra,151
Dombeya_punctata,73
Dombeya_punctatopsis,0
Dombeya_quinqueseta,488
Dombeya_ranofotsyensis,26
Dombeya_rariflora,31
Dombeya_reclinata,22
Dombeya_rienanensis,0
Dombeya_rosacea,0
Dombeya_roseiflora,0
Dombeya_rottleroides,33
Dombeya_rotunda,0
Dombeya_rotundifolia,741
Dombeya_sahatavyensis,28
Dombeya_selinala,31
Dombeya_sely,0
Dombeya_shupangae,174
Dombeya_somanga,18
Dombeya_spectabilis,170
Dombeya_stipulacea,22
Dombeya_subviscosa,108
Dombeya_superba,13
Dombeya_tavia,0
Dombeya_taylorii,44
Dombeya_tiliacea,188
Dombeya_tomentosa,18
Dombeya_torrida,351
Dombeya_tremula,13
Dombeya_tsaratananensis,0
Dombeya_tsiandrensis,0
Dombeya_tulearensis,35
Dombeya_umbellata,0
Dombeya_urschiana,0
Dombeya_valou,0
Dombeya_venosa,0
Dombeya_viburniflora,24
Dombeya_viburnifloropsis,0
Dombeya_wittei,24
Donella_ogoouensis,162
Donnellyanthus_deamii,348
Doratoxylon_alatum,0
Doratoxylon_littorale,23
Dorobaea_callacallensis,44
Dorstenia_oligogyna,54
Doryphora_aromatica,744
Doryphora_sassafras,5755
Douradoa_consimilis,34
Dovyalis_abyssinica,283
Dovyalis_caffra,200
Dovyalis_cameroonensis,0
Dovyalis_hispidula,72
Dovyalis_longispina,83
Dovyalis_lucida,156
Dovyalis_macrocalyx,342
Dovyalis_mollis,0
Dovyalis_rhamnoides,244
Dovyalis_rotundifolia,36
Dovyalis_spinosissima,44
Dovyalis_verrucosa,24
Dovyalis_xanthocarpa,14
Dovyalis_zenkeri,387
Dovyalis_zeyheri,469
Doyleanthus_arillata,14
Dracaena_acutissima,176
Dracaena_afromontana,1005
Dracaena_aletriformis,393
Dracaena_americana,889
Dracaena_arborea,1135
Dracaena_bueana,19
Dracaena_cambodiana,70
Dracaena_chiniana,63
Dracaena_cinnabari,38
Dracaena_cochinchinensis,41
Dracaena_conferta,14
Dracaena_cubensis,59
Dracaena_draco,514
Dracaena_ellenbeckiana,176
Dracaena_elliptica,767
Dracaena_fragrans,1765
Dracaena_glomerata,123
Dracaena_granulata,0
Dracaena_griffithii,0
Dracaena_kupensis,29
Dracaena_maingayi,14
Dracaena_mannii,3336
Dracaena_multiflora,34
Dracaena_ombet,129
Dracaena_reflexa,1978
Dracaena_rubroaurantiaca,0
Dracaena_scabra,68
Dracaena_serrulata,32
Dracaena_steudneri,860
Dracaena_tamaranae,91
Dracaena_transvaalensis,40
Dracaena_umbraculifera,23
Dracaena_xiphophylla,228
Dracontomelon_costatum,29
Dracontomelon_dao,650
Dracontomelon_duperreanum,54
Dracontomelon_laoticum,23
Dracontomelon_lenticulatum,39
Dracontomelon_macrocarpum,0
Dracontomelon_petelotii,0
Dracontomelon_vitiense,108
Dracophyllum_arboreum,60
Dracophyllum_elegantissimum,121
Dracophyllum_filifolium,1517
Dracophyllum_fitzgeraldii,33
Dracophyllum_latifolium,2658
Dracophyllum_lessonianum,582
Dracophyllum_longifolium,6638
Dracophyllum_scoparium,108
Dracophyllum_sinclairii,500
Dracophyllum_townsonii,224
Dracophyllum_traversii,3009
Dracophyllum_verticillatum,398
Dransfieldia_micrantha,14
Drepananthus_biovulatus,34
Drepananthus_carinatus,19
Drepananthus_deltoideus,0
Drepananthus_filiformis,0
Drepananthus_havilandii,14
Drepananthus_magnificus,73
Drepananthus_ridleyi,0
Drimycarpus_luridus,39
Drimycarpus_racemosus,35
Drimys_angustifolia,773
Drimys_brasiliensis,3552
Drimys_confertifolia,32
Drimys_granadensis,1430
Drimys_roraimensis,260
Drimys_winteri,448
Droceloncia_rigidifolia,151
Dryadodaphne_crassa,136
Dryadodaphne_novoguineensis,136
Dryadodaphne_trachyphloia,127
Drymophloeus_litigiosus,59
Drymophloeus_oliviformis,63
Drymophloeus_whitmeeanus,0
Dryobalanops_aromatica,0
Dryobalanops_beccarii,44
Dryobalanops_lanceolata,24
Dryobalanops_oblongifolia,39
Dryobalanops_rappa,0
Drypetes_acuminata,145
Drypetes_aframensis,44
Drypetes_alba,348
Drypetes_amazonica,778
Drypetes_ambigua,66
Drypetes_angustifolia,39
Drypetes_arcuatinervia,31
Drypetes_arguta,223
Drypetes_assamica,14
Drypetes_aubrevillei,107
Drypetes_aylmeri,156
Drypetes_bakembei,54
Drypetes_bathiei,23
Drypetes_bipindensis,118
Drypetes_brownii,414
Drypetes_calvescens,54
Drypetes_calyptosepala,0
Drypetes_capillipes,314
Drypetes_capuronii,323
Drypetes_carolinensis,0
Drypetes_castilloi,0
Drypetes_caustica,0
Drypetes_chevalieri,411
Drypetes_cinnabarina,152
Drypetes_comorensis,14
Drypetes_congestiflora,22
Drypetes_convoluta,0
Drypetes_crassipes,39
Drypetes_cumingii,36
Drypetes_curtisii,0
Drypetes_darimontiana,24
Drypetes_dasycarpa,18
Drypetes_dasyneura,0
Drypetes_deplanchei,7566
Drypetes_dinklagei,103
Drypetes_diopa,24
Drypetes_diversifolia,26
Drypetes_dussii,0
Drypetes_euryodes,14
Drypetes_fallax,14
Drypetes_fanshawei,98
Drypetes_floribunda,532
Drypetes_forbesii,0
Drypetes_fusiformis,0
Drypetes_gabonensis,123
Drypetes_gentryi,116
Drypetes_gerrardii,583
Drypetes_gerrardinoides,39
Drypetes_gilgiana,690
Drypetes_gitingensis,0
Drypetes_glabra,24
Drypetes_glauca,299
Drypetes_gossweileri,305
Drypetes_gracilis,0
Drypetes_hainanensis,14
Drypetes_harmandii,0
Drypetes_henriquesii,0
Drypetes_hoaensis,18
Drypetes_ilicifolia,46
Drypetes_inaequalis,225
Drypetes_indica,336
Drypetes_iodoformis,132
Drypetes_ituriensis,113
Drypetes_ivorensis,220
Drypetes_jaintensis,0
Drypetes_kikir,44
Drypetes_klainei,44
Drypetes_laciniata,290
Drypetes_laevis,0
Drypetes_lasiogynoides,83
Drypetes_lateriflora,1575
Drypetes_leonensis,304
Drypetes_littoralis,73
Drypetes_longifolia,235
Drypetes_madagascariensis,1040
Drypetes_magnistipula,88
Drypetes_maquilingensis,0
Drypetes_microphylla,0
Drypetes_mildbraedii,44
Drypetes_minahassae,0
Drypetes_molunduana,294
Drypetes_monosperma,0
Drypetes_mossambicensis,41
Drypetes_mucronata,73
Drypetes_natalensis,398
Drypetes_neglecta,0
Drypetes_obanensis,0
Drypetes_obtusa,18
Drypetes_occidentalis,88
Drypetes_oppositifolia,0
Drypetes_oxyodonta,0
Drypetes_parvifolia,117
Drypetes_paxii,132
Drypetes_pellegrinii,132
Drypetes_pendula,34
Drypetes_perreticulata,55
Drypetes_perrieri,357
Drypetes_picardae,0
Drypetes_pierreana,34
Drypetes_polyalthioides,0
Drypetes_polyantha,83
Drypetes_polyneura,14
Drypetes_preussii,103
Drypetes_principum,338
Drypetes_prunifera,0
Drypetes_reticulata,89
Drypetes_rhakodiskos,19
Drypetes_sclerophylla,24
Drypetes_sessiliflora,224
Drypetes_singroboensis,88
Drypetes_spinosodentata,88
Drypetes_standleyi,427
Drypetes_staudtii,107
Drypetes_stipulacea,0
Drypetes_stipularis,19
Drypetes_subcubica,23
Drypetes_sumatrana,0
Drypetes_tessmanniana,19
Drypetes_teysmannii,0
Drypetes_thouarsii,59
Drypetes_ugandensis,103
Drypetes_usambarica,205
Drypetes_variabilis,1348
Drypetes_vernicosa,153
Drypetes_verrucosa,59
Drypetes_vilhenae,0
Drypetes_viridis,0
Drypetes_vitiensis,0
Drypetes_xanthophylloides,0
Drypetes_yapensis,0
Duabanga_grandiflora,147
Duabanga_moluccana,260
Dubautia_arborea,27
Dubautia_knudsenii,41
Dubautia_microcephala,0
Dubautia_plantaginea,68
Dubautia_reticulata,32
Duboisia_leichhardtii,387
Duboisia_myoporoides,4492
Duboscia_macrocarpa,511
Duboscia_viridiflora,333
Dubouzetia_acuminata,22
Dubouzetia_campanulata,296
Dubouzetia_caudiculata,124
Dubouzetia_confusa,168
Dubouzetia_dentata,14
Dubouzetia_elegans,160
Dubouzetia_galorei,58
Dubouzetia_kairoi,58
Dubouzetia_saxatilis,18
Duckeanthus_grandiflorus,39
Duckeodendron_cestroides,225
Duckesia_verrucosa,235
Duguetia_aberrans,29
Duguetia_amplexifolia,0
Duguetia_antioquensis,254
Duguetia_argentea,392
Duguetia_aripuanae,14
Duguetia_asterotricha,137
Duguetia_bahiensis,256
Duguetia_barteri,88
Duguetia_cadaverica,382
Duguetia_calycina,1379
Duguetia_caniflora,29
Duguetia_cauliflora,770
Duguetia_chrysea,167
Duguetia_chrysocarpa,361
Duguetia_colombiana,29
Duguetia_confinis,167
Duguetia_confusa,539
Duguetia_decurrens,53
Duguetia_dicholepidota,33
Duguetia_dilabens,14
Duguetia_dimorphopetala,162
Duguetia_duckei,0
Duguetia_echinophora,872
Duguetia_elliptica,14
Duguetia_eximia,235
