Species,n
Hancea_stipularis,11
Hancea_subpeltata,38
Hancornia_speciosa,1188
Handeliodendron_bodinieri,5
Handroanthus_albus,348
Handroanthus_arianeae,22
Handroanthus_barbatus,282
Handroanthus_billbergii,139
Handroanthus_botelhensis,5
Handroanthus_bureavii,78
Handroanthus_capitatus,193
Handroanthus_catarinensis,31
Handroanthus_chrysanthus,888
Handroanthus_chrysotrichus,564
Handroanthus_coralibe,15
Handroanthus_cristatus,7
Handroanthus_guayacan,238
Handroanthus_heptaphyllus,644
Handroanthus_impetiginosus,1704
Handroanthus_incanus,107
Handroanthus_lapacho,36
Handroanthus_obscurus,80
Handroanthus_ochraceus,1665
Handroanthus_pedicellatus,52
Handroanthus_pulcherrimus,133
Handroanthus_riodocensis,28
Handroanthus_selachidentatus,120
Handroanthus_serratifolius,1656
Handroanthus_spongiosus,218
Handroanthus_subtilis,29
Handroanthus_uleanus,45
Handroanthus_umbellatus,312
Handroanthus_vellosoi,176
Haploclathra_cordata,9
Haploclathra_grandiflora,7
Haploclathra_leiantha,43
Haploclathra_paniculata,69
Haplocoelopsis_africana,26
Haplocoelum_acuminatum,11
Haplocoelum_foliolosum,80
Haplocoelum_gallaense,34
Haplocoelum_intermedium,13
Haplolobus_floribundus,74
Haplorhus_peruviana,10
Haplormosia_monophylla,32
Haptanthus_hazlettii,1
Hardwickia_binata,6
Harleyodendron_unifoliolatum,32
Harmsiopanax_harmsii,31
Harmsiopanax_ingens,74
Harpalyce_angustiflora,1
Harpalyce_arborescens,136
Harpalyce_cubensis,5
Harpalyce_ekmanii,1
Harpalyce_macrocarpa,2
Harpalyce_maisiana,1
Harpalyce_rupicola,17
Harpalyce_sousai,16
Harpalyce_villosa,2
Harpephyllum_caffrum,54
Harpullia_arborea,140
Harpullia_cupanioides,71
Harpullia_pendula,351
Harpullia_ramiflora,174
Harrisia_gracilis,3
Harrisia_tetracantha,12
Harrisonia_abyssinica,247
Harrisonia_perforata,38
Hartleya_inopinata,4
Harungana_madagascariensis,605
Harungana_montana,11
Hasseltia_allenii,33
Hasseltia_floribunda,1341
Hasseltia_guatemalensis,108
Hasseltia_lateriflora,7
Hasseltiopsis_dioica,66
Hauya_elegans,356
Havardia_albicans,358
Havardia_campylacantha,109
Havardia_mexicana,91
Havardia_pallens,398
Havardia_sonorae,57
Haydenoxylon_gentryi,64
Haydenoxylon_haberianum,28
Haydenoxylon_urbanianum,190
Hazomalania_voyronii,27
Hebepetalum_humiriifolia,141
Hebepetalum_neblinae,15
Hebepetalum_roraimense,34
Hebestigma_cubense,14
Heckeldora_staudtii,155
Heckeldora_zenkeri,44
Hedycarya_arborea,6531
Hedycarya_dorstenioides,30
Hedyosmum_angustifolium,160
Hedyosmum_anisodorum,83
Hedyosmum_arborescens,50
Hedyosmum_bonplandianum,468
Hedyosmum_brasiliense,738
Hedyosmum_brenesii,95
Hedyosmum_burgerianum,6
Hedyosmum_colombianum,75
Hedyosmum_correanum,15
Hedyosmum_costaricense,126
Hedyosmum_crenatum,148
Hedyosmum_cuatrecazanum,248
Hedyosmum_cumbalense,193
Hedyosmum_dombeyanum,76
Hedyosmum_gentryi,39
Hedyosmum_goudotianum,439
Hedyosmum_intermedium,15
Hedyosmum_lechleri,59
Hedyosmum_luteynii,89
Hedyosmum_maximum,10
Hedyosmum_mexicanum,410
Hedyosmum_narinoense,9
Hedyosmum_neblinae,8
Hedyosmum_nutans,29
Hedyosmum_parvifolium,67
Hedyosmum_peruvianum,19
Hedyosmum_pseudoandromeda,8
Hedyosmum_pungens,6
Hedyosmum_purpurascens,12
Hedyosmum_racemosum,746
Hedyosmum_scaberrimum,233
Hedyosmum_scabrum,186
Hedyosmum_spectabile,33
Hedyosmum_sprucei,158
Hedyosmum_steinii,8
Hedyosmum_strigosum,52
Hedyosmum_tepuiense,40
Hedyosmum_translucidum,200
Hedyotis_cornifolia,3
Hedyotis_fruticosa,1
Hedyotis_lessertiana,1
Hedyotis_trimenii,2
Hedyscepe_canterburyana,10
Heeria_argentea,45
Heinsenia_diervilleoides,95
Heinsia_bussei,7
Heinsia_crinita,491
Heinsia_myrmoecia,19
Heinsia_zanzibarica,44
Heisteria_acuminata,1429
Heisteria_amazonica,5
Heisteria_amphoricarpa,9
Heisteria_asplundii,25
Heisteria_barbata,155
Heisteria_blanchetiana,64
Heisteria_cauliflora,139
Heisteria_citrifolia,98
Heisteria_coccinea,18
Heisteria_concinna,175
Heisteria_cyathiformis,5
Heisteria_densifrons,232
Heisteria_duckei,85
Heisteria_huberiana,6
Heisteria_insculpta,33
Heisteria_latifolia,98
Heisteria_laxiflora,104
Heisteria_macrophylla,123
Heisteria_maguirei,27
Heisteria_maytenoides,7
Heisteria_media,57
Heisteria_ovata,686
Heisteria_pacifica,40
Heisteria_parvifolia,440
Heisteria_pentandra,16
Heisteria_perianthomega,243
Heisteria_povedae,165
Heisteria_salicifolia,1
Heisteria_scandens,231
Heisteria_silvianii,519
Heisteria_skutchii,5
Heisteria_spruceana,286
Heisteria_trillesiana,36
Heisteria_zimmereri,64
Helianthostylis_sprucei,280
Helianthostylis_steyermarkii,20
Helicia_attenuata,12
Helicia_clivicola,5
Helicia_cochinchinensis,134
Helicia_dongxingensis,2
Helicia_excelsa,11
Helicia_formosana,255
Helicia_fuscotomentosa,7
Helicia_grandis,5
Helicia_hainanensis,22
Helicia_kwangtungensis,24
Helicia_longipetiolata,8
Helicia_maxwelliana,2
Helicia_nilagirica,52
Helicia_obovatifolia,13
Helicia_petiolaris,12
Helicia_pterygota,6
Helicia_pyrrhobotrya,5
Helicia_rengetiensis,61
Helicia_reticulata,63
Helicia_robusta,23
Helicia_shweliensis,7
Helicia_silvicola,10
Helicia_tsaii,4
Helicia_vestita,5
Helicia_yangchunensis,1
Heliciopsis_henryi,7
Heliciopsis_lobata,7
Heliciopsis_terminalis,19
Helicostylis_elegans,126
Helicostylis_heterotricha,2
Helicostylis_pedunculata,113
Helicostylis_scabra,272
Helicostylis_tomentosa,1119
Helicostylis_tovarensis,345
Helicostylis_turbinata,46
Helicteres_baruensis,1001
Helicteres_brevispira,540
Helicteres_carthagenensis,9
Helicteres_gardneriana,57
Helicteres_isora,179
Helicteres_jamaicensis,48
Helicteres_macropetala,84
Helicteres_pentandra,188
Helicteres_semitriloba,21
Helicteres_vuarame,40
Helietta_apiculata,636
Helietta_glaziovii,36
Helietta_lottiae,13
Helietta_parvifolia,258
Helietta_plaeana,13
Helietta_puberula,48
Heliocarpus_americanus,979
Heliocarpus_appendiculatus,490
Heliocarpus_donnellsmithii,143
Heliocarpus_mexicanus,272
Heliocarpus_occidentalis,154
Heliocarpus_pallidus,201
Heliocarpus_palmeri,49
Heliocarpus_terebinthinaceus,386
Heliocarpus_velutinus,27
Heliotropium_rufipilum,291
Helmiopsiella_ctenostegia,7
Helmiopsiella_leandrii,3
Helmiopsiella_madagascariensis,43
Helmiopsiella_poissonii,3
Helmiopsis_bernieri,11
Helmiopsis_boivinii,24
Helmiopsis_glaberrima,2
Helmiopsis_hily,17
Helmiopsis_linearifolia,11
Helmiopsis_polyandra,5
Helmiopsis_rigida,22
Helmiopsis_sphaerocarpa,7
Helwingia_chinensis,83
Helwingia_himalaica,129
Helwingia_omeiensis,30
Hemandradenia_chevalieri,7
Hemandradenia_mannii,68
Hemiptelea_davidii,20
Hemithrinax_compacta,3
Hemithrinax_ekmaniana,2
Hemithrinax_rivularis,3
Hennecartia_omphalandra,321
Henonia_scoparia,8
Henriettea_barkeri,3
Henriettea_boliviensis,5
Henriettea_caudata,109
Henriettea_ciliata,6
Henriettea_cuabae,2
Henriettea_duckeana,32
Henriettea_ekmanii,5
Henriettea_flavescens,36
Henriettea_gibberosa,3
Henriettea_glabra,84
Henriettea_goudotiana,83
Henriettea_granularis,2
Henriettea_granulata,198
Henriettea_horridula,44
Henriettea_hotteana,2
Henriettea_ininiensis,1
Henriettea_lasiostylis,55
Henriettea_lawrancei,49
Henriettea_loretensis,37
Henriettea_macfadyenii,9
Henriettea_maguirei,6
Henriettea_maroniensis,92
Henriettea_martiusii,118
Henriettea_megaloclada,1
Henriettea_membranifolia,2
Henriettea_multiflora,105
Henriettea_odorata,40
Henriettea_ovata,317
Henriettea_patrisiana,66
Henriettea_ramiflora,74
Henriettea_reflexa,3
Henriettea_spruceana,213
Henriettea_squamata,8
Henriettea_squamulosa,14
Henriettea_stellaris,238
Henriettea_steyermarkii,29
Henriettea_strigosa,13
Henriettea_succosa,604
Henriettea_tovarensis,29
Henriettea_trachyphylla,127
Henriettea_triflora,5
Henriettea_tuberculosa,233
Henriettea_verrucosa,77
Henriquezia_jenmanii,3
Henriquezia_nitida,98
Henriquezia_verticillata,50
Heptacodium_miconioides,2
Heritiera_actinophylla,760
Heritiera_angustata,4
Heritiera_fomes,1
Heritiera_javanica,5
Heritiera_littoralis,268
Heritiera_ornithocephala,4
Heritiera_parvifolia,5
Heritiera_simplicifolia,5
Heritiera_sumatrana,6
Hernandia_didymantha,131
Hernandia_guianensis,40
Hernandia_labyrinthica,1
Hernandia_lychnifera,7
Hernandia_moerenhoutiana,24
Hernandia_nymphaeifolia,213
Hernandia_sonora,17
Hernandia_stenura,99
Hernandia_stokesii,1
Herrania_albiflora,42
Herrania_balaensis,22
Herrania_breviligulata,6
Herrania_camargoana,6
Herrania_dugandii,5
Herrania_kanukuensis,27
Herrania_kofanorum,2
Herrania_laciniifolia,2
Herrania_lemniscata,45
Herrania_mariae,152
Herrania_nitida,17
Herrania_nycterodendron,53
Herrania_pulcherrima,37
Herrania_purpurea,226
Hesperelaea_palmeri,3
Hesperomannia_arborescens,5
Hesperomannia_lydgatei,3
Hesperomeles_cuneata,53
Hesperomeles_ferruginea,394
Hesperomeles_gayana,8
Hesperomeles_obtusifolia,731
Hesperomeles_weberbaueri,25
Heterocoma_ekmaniana,22
Heterocoma_erecta,12
Heterocoma_lanuginosa,13
Heteroflorum_sclerocarpum,14
Heteromeles_arbutifolia,2392
Heteromorpha_arborescens,455
Heteromorpha_involucrata,35
Heteropanax_brevipedicellatus,27
Heteropanax_chinensis,7
Heteropanax_fragrans,28
Heteropanax_hainanensis,3
Heteropanax_yunnanensis,2
Heteropterys_atabapensis,28
Heteropterys_coriacea,78
Heteropterys_eglandulosa,139
Heteropterys_laurifolia,585
Heteropterys_leona,91
Heteropterys_nervosa,202
Heteropterys_oblongifolia,14
Heteropterys_palmeri,77
Heteropterys_quetepensis,5
Heteropterys_riparia,7
Heteropterys_sincorensis,50
Heteropyxis_canescens,9
Heteropyxis_dehniae,30
Heteropyxis_natalensis,124
Heterosavia_bahamensis,32
Heterosavia_erythroxyloides,16
Heterosavia_laurifolia,7
Heterosavia_maculata,11
Heterospathe_annectens,1
Heterospathe_compsoclada,2
Heterospathe_elegans,28
Heterospathe_elmeri,1
Heterospathe_lepidota,2
Heterospathe_macgregorii,7
Heterospathe_minor,4
Heterospathe_muelleriana,5
Heterospathe_negrosensis,1
Heterospathe_obriensis,5
Heterospathe_parviflora,2
Heterospathe_philippinensis,1
Heterospathe_pulchra,2
Heterospathe_pullenii,1
Heterospathe_sibuyanensis,1
Heterospathe_sphaerocarpa,2
Heterospathe_woodfordiana,1
Heterostemon_conjugatus,61
Heterostemon_ellipticus,34
Heterostemon_impar,3
Heterostemon_ingifolius,3
Heterostemon_mazarunensis,4
Heterostemon_mimosoides,261
Heterostemon_otophorus,5
Hevea_benthamiana,229
Hevea_brasiliensis,475
Hevea_camporum,19
Hevea_guianensis,713
Hevea_microphylla,33
Hevea_nitida,142
Hevea_pauciflora,294
Hevea_rigidifolia,17
Hevea_spruceana,143
Hexalobus_bussei,12
Hexalobus_crispiflorus,367
Hexalobus_monopetalus,870
Hexalobus_mossambicensis,9
Hexalobus_salicifolius,13
Hexaspora_pubescens,11
Heynea_trijuga,78
Heywoodia_lucens,16
Hibbertia_pancheri,167
Hibbertia_pulchella,24
Hibiscadelphus_bombycinus,1
Hibiscadelphus_crucibracteatus,1
Hibiscadelphus_giffardianus,4
Hibiscadelphus_hualalaiensis,1
Hibiscadelphus_wilderianus,1
Hibiscus_arnottianus,8
Hibiscus_bojerianus,32
Hibiscus_boryanus,2
Hibiscus_brackenridgei,5
Hibiscus_burtt-davyi,9
Hibiscus_clypeatus,167
Hibiscus_columnaris,1
Hibiscus_diplocrater,83
Hibiscus_diversifolius,1
Hibiscus_elatus,5
Hibiscus_ellisii,24
Hibiscus_erlangeri,3
Hibiscus_grandistipulatus,1
Hibiscus_grewiifolius,9
Hibiscus_hamabo,4
Hibiscus_heterophyllus,501
Hibiscus_kokio,15
Hibiscus_lasiococcus,19
Hibiscus_liliiflorus,1
Hibiscus_macrogonus,35
Hibiscus_macrophyllus,4
Hibiscus_mandrarensis,19
Hibiscus_megistanthus,7
Hibiscus_mutabilis,1
Hibiscus_palmatifidus,32
Hibiscus_paramutabilis,11
Hibiscus_rosa-sinensis,1188
Hibiscus_schizopetalus,19
Hibiscus_sterculiifolius,82
Hibiscus_taiwanensis,82
Hibiscus_thespesianus,40
Hibiscus_verbasciformis,47
Hibiscus_waimeae,9
Hieronyma_alchorneoides,2199
Hieronyma_antioquensis,55
Hieronyma_asperifolia,51
Hieronyma_boliviana,2
Hieronyma_clusioides,17
Hieronyma_cubana,3
Hieronyma_domingensis,3
Hieronyma_duquei,162
Hieronyma_fendleri,207
Hieronyma_havanensis,1
Hieronyma_huilensis,113
Hieronyma_jamaicensis,4
Hieronyma_macrocarpa,233
Hieronyma_nipensis,8
Hieronyma_oblonga,1115
Hieronyma_ovata,1
Hieronyma_rufa,14
Hieronyma_scabrida,89
Hildegardia_ankaranensis,15
Hildegardia_barteri,68
Hildegardia_cubensis,1
Hildegardia_erythrosiphon,49
Hildegardia_migeodii,3
Hildegardia_perrieri,20
Hillia_illustris,232
Hillia_longifilamentosa,25
Hillia_palmana,146
Hillia_panamensis,58
Hillia_tetrandra,130
Himatanthus_articulatus,1267
Himatanthus_attenuatus,245
Himatanthus_bracteatus,640
Himatanthus_drasticus,627
Himatanthus_obovatus,925
Himatanthus_phagedaenicus,147
Himatanthus_revolutus,118
Himatanthus_semilunatus,73
Himatanthus_tarapotensis,161
Hintonia_latiflora,558
Hintonia_lumana,13
Hintonia_octomera,153
Hippobromus_pauciflorus,113
Hippomane_mancinella,266
Hippomane_spinosa,6
Hippophae_gyantsensis,6
Hippophae_neurocarpa,8
Hippophae_salicifolia,22
Hippotis_albiflora,113
Hippotis_brevipes,171
Hippotis_comosa,9
Hippotis_grandiflora,1
Hippotis_lasseri,9
Hippotis_mollis,21
Hippotis_panamensis,79
Hiptage_benghalensis,182
Hiptage_candicans,15
Hiptage_myrtifolia,1
Hiraea_fagifolia,354
Hiraea_reclinata,286
Hirtella_adenophora,6
Hirtella_aequatoriensis,7
Hirtella_americana,442
Hirtella_angustissima,7
Hirtella_araguariensis,19
Hirtella_aramangensis,1
Hirtella_bahiensis,36
Hirtella_barrosoi,3
Hirtella_beckii,2
Hirtella_bicornis,409
Hirtella_brachystachys,3
Hirtella_bullata,287
Hirtella_burchellii,215
Hirtella_caduca,10
Hirtella_carbonaria,26
Hirtella_castillana,1
Hirtella_ciliata,604
Hirtella_conduplicata,4
Hirtella_confertiflora,3
Hirtella_couepiiflora,6
Hirtella_davisii,34
Hirtella_deflexa,10
Hirtella_dorvalii,21
Hirtella_duckei,136
Hirtella_elongata,349
Hirtella_enneandra,1
Hirtella_eriandra,193
Hirtella_excelsa,219
Hirtella_fasciculata,21
Hirtella_floribunda,11
Hirtella_glabrata,56
Hirtella_glandulosa,1047
Hirtella_glaziovii,13
Hirtella_gracilipes,992
Hirtella_guainiae,130
Hirtella_guatemalensis,91
Hirtella_guyanensis,4
Hirtella_hebeclada,504
Hirtella_hispidula,156
Hirtella_insignis,50
Hirtella_kuhlmannii,18
Hirtella_lancifolia,9
Hirtella_latifolia,73
Hirtella_lemsii,68
Hirtella_leonotis,16
Hirtella_liesneri,7
Hirtella_lightioides,78
Hirtella_longifolia,3
Hirtella_longipedicellata,15
Hirtella_macrophylla,68
Hirtella_macrosepala,14
Hirtella_magnifolia,9
Hirtella_margae,7
Hirtella_martiana,143
Hirtella_mucronata,21
Hirtella_mutisii,75
Hirtella_myrmecophila,58
Hirtella_obidensis,51
Hirtella_orbicularis,4
Hirtella_paniculata,400
Hirtella_papillata,13
Hirtella_paraensis,40
Hirtella_parviunguis,4
Hirtella_pauciflora,1
Hirtella_pendula,9
Hirtella_physophora,185
Hirtella_pilosissima,155
Hirtella_pimichina,14
Hirtella_piresii,65
Hirtella_punctillata,78
Hirtella_racemosa,2299
Hirtella_rasa,25
Hirtella_recurva,8
Hirtella_revillae,16
Hirtella_rodriguesii,61
Hirtella_rugosa,23
Hirtella_santosii,15
Hirtella_scaberula,4
Hirtella_schultesii,118
Hirtella_silicea,95
Hirtella_sprucei,77
Hirtella_standleyi,7
Hirtella_subglanduligera,3
Hirtella_suffulta,23
Hirtella_tentaculata,27
Hirtella_tenuifolia,30
Hirtella_thouarsiana,12
Hirtella_tocantina,25
Hirtella_triandra,1343
Hirtella_trichotoma,9
Hirtella_tubiflora,67
Hirtella_vesiculosa,4
Hirtella_zanzibarica,74
Hispaniolanthus_dolichopodus,1
Hodgkinsonia_ovatiflora,351
Hoffmannia_arborescens,111
Hoffmannia_aroensis,9
Hoffmannia_cauliflora,8
Hoffmannia_ixtlanensis,19
Hoffmannia_josefina,22
Hoffmannia_macrosiphon,7
Hoffmannia_micrantha,24
Hoheria_angustifolia,252
Hoheria_equitum,3
Hoheria_glabrata,1393
Hoheria_lyallii,240
Hoheria_populnea,412
Hoheria_sexstylosa,389
Holarrhena_floribunda,811
Holarrhena_mitis,1
Holarrhena_pubescens,132
Holigarna_beddomei,1
Holigarna_grahamii,2
Hollandaea_sayeriana,60
Holocalyx_balansae,548
Holodiscus_argenteus,295
Hololepis_pedunculata,83
Holoptelea_grandis,117
Homalanthus_arfakiensis,31
Homalanthus_caloneurus,2
Homalanthus_fastuosus,16
Homalanthus_giganteus,3
Homalanthus_grandifolius,3
Homalanthus_longipes,1
Homalanthus_longistylus,9
Homalanthus_macradenius,5
Homalanthus_nervosus,50
Homalanthus_novoguineensis,407
Homalanthus_nutans,66
Homalanthus_polyandrus,5
Homalanthus_populifolius,1612
Homalanthus_populneus,69
Homalanthus_remotus,1
Homalanthus_repandus,8
Homalanthus_schlechteri,20
Homalanthus_stokesii,2
Homalium_abdessammadii,35
Homalium_africanum,185
Homalium_albiflorum,98
Homalium_axillare,76
Homalium_boinense,4
Homalium_brachyrhachis,2
Homalium_brachystylum,13
Homalium_brevipedunculatum,23
Homalium_capuronii,9
Homalium_cauliflorum,12
Homalium_ceylanicum,20
Homalium_cochinchinense,2
Homalium_decaryanum,1
Homalium_dentatum,57
Homalium_erianthum,8
Homalium_graciliflorum,2
Homalium_guianense,430
Homalium_intercedens,2
Homalium_involucratum,81
Homalium_kainantense,3
Homalium_kwangsiense,1
Homalium_lastoursvillense,5
Homalium_laxiflorum,38
Homalium_longistaminum,5
Homalium_longistylum,2
Homalium_lucidum,27
Homalium_micranthum,24
Homalium_microphyllum,4
Homalium_mollissimum,9
Homalium_moniliforme,24
Homalium_myrtifolium,2
Homalium_nitens,1
Homalium_nobile,18
Homalium_nudiflorum,88
Homalium_oppositifolium,28
Homalium_paniculiflorum,7
Homalium_parkeri,39
Homalium_perrieri,5
Homalium_planiflorum,56
Homalium_pulchrum,8
Homalium_racemosum,958
Homalium_retivenium,8
Homalium_rubriflorum,5
Homalium_rufescens,16
Homalium_sanguineum,5
Homalium_smythei,37
Homalium_stelliferum,6
Homalium_stenophyllum,5
Homalium_stipulaceum,50
Homalium_thuarsianum,19
Homalium_trigynum,10
Homalium_viguieri,10
Homalospermum_firmum,251
Homonoia_riparia,113
Hopea_chinensis,3
Hopea_erosa,1
Hopea_foxworthyi,3
Hopea_hainanensis,6
Hopea_micrantha,1
Hopea_odorata,19
Hoplestigma_klaineanum,23
Hornschuchia_bryotrophe,95
Hornschuchia_cauliflora,10
Hornschuchia_citriodora,18
Hornschuchia_leptandra,7
Hornschuchia_lianarum,17
Hornschuchia_myrtillus,38
Hornschuchia_obliqua,10
Hornschuchia_santosii,10
Horovitzia_cnidoscoloides,12
Horsfieldia_amygdalina,9
Horsfieldia_ardisiifolia,4
Horsfieldia_brachiata,6
Horsfieldia_crassifolia,9
Horsfieldia_endertii,1
Horsfieldia_glabra,1
Horsfieldia_grandis,9
Horsfieldia_irya,34
Horsfieldia_iryaghedhi,2
Horsfieldia_kingii,8
Horsfieldia_palauensis,2
Horsfieldia_pallidicaula,6
Horsfieldia_polyspherula,37
Horsfieldia_punctatifolia,11
Horsfieldia_sparsa,2
Horsfieldia_spicata,43
Horsfieldia_splendida,3
Horsfieldia_sylvestris,62
Horsfieldia_tomentosa,4
Hortia_brasiliana,423
Hortia_coccinea,27
Hortia_excelsa,17
Hortia_longifolia,43
Hortia_neblinensis,1
Hortia_regia,9
Hortia_superba,21
Hortia_vandelliana,7
Hottea_ekmanii,1
Hovea_elliptica,347
Hovenia_acerba,130
Hovenia_dulcis,257
Hovenia_trichocarpa,47
Howea_belmoreana,18
Howea_forsteriana,44
Huberia_carvalhoi,13
Huberia_consimilis,59
Huberia_espiritosantensis,39
Huberia_glazioviana,21
Huberia_laurina,30
Huberia_minor,8
Huberia_nettoana,37
Huberia_ovalifolia,119
Huberia_semiserrata,76
Huberia_triplinervis,3
Huberodendron_allenii,16
Huberodendron_patinoi,69
Huberodendron_swietenioides,192
Hubertia_hypargyrea,39
Hubertia_myricifolia,75
Huertea_cubensis,18
Huertea_glandulosa,273
Huertea_granadina,22
Huertea_putumayensis,2
Hugonia_afzelii,37
Hugonia_orientalis,45
Hugonia_planchonii,166
Hugonia_platysepala,164
Hugonia_villosa,3
Humbertia_madagascariensis,44
Humbertiella_decaryi,57
Humbertiella_foliosa,4
Humbertiella_henricii,20
Humbertiodendron_saboureaui,4
Humbertioturraea_grandidieri,7
Humbertioturraea_maculata,5
Humboldtia_laurifolia,3
Humboldtia_vahliana,1
Humiriastrum_colombianum,16
Humiriastrum_cuspidatum,116
Humiriastrum_dentatum,83
Humiriastrum_diguense,119
Humiriastrum_excelsum,48
Humiriastrum_glaziovii,82
Humiriastrum_mapiriense,12
Humiriastrum_melanocarpum,4
Humiriastrum_obovatum,15
Humiriastrum_ottohuberi,5
Humiriastrum_piraparanense,43
Humiriastrum_procerum,36
Humiriastrum_subcrenatum,7
Humiriastrum_villosum,10
Humiria_balsamifera,1493
Humiria_crassifolia,35
Hunga_gerontogea,8
Hunga_lifouana,2
Hunga_longifolia,2
Hunga_mackeeana,9
Hunga_minutiflora,5
Hunga_novoguineensis,3
Hunga_papuana,8
Hunga_rhamnoides,24
Hunteria_ballayi,26
Hunteria_congolana,25
Hunteria_densiflora,1
Hunteria_ghanensis,6
Hunteria_macrosiphon,9
Hunteria_myriantha,3
Hunteria_oxyantha,10
Hunteria_simii,57
Hunteria_umbellata,165
Hunteria_zeylanica,30
Huodendron_biaristatum,52
Huodendron_tibeticum,17
Huodendron_tomentosum,2
Hura_crepitans,976
Hura_polyandra,176
Hyaenanche_globosa,10
Hybanthus_denticulatus,65
Hybanthus_mexicanus,164
Hybanthus_yucatanensis,241
Hydnocarpus_annamensis,6
Hydnocarpus_hainanensis,10
Hydnocarpus_pentandrus,1
Hydrangea_aspera,76
Hydrangea_heteromalla,93
Hydrangea_macrocarpa,8
Hydrangea_paniculata,581
Hydrangea_peruviana,339
Hydrangea_preslii,56
Hydrangea_robusta,50
Hydrangea_xanthoneura,49
