"species","IUCNstatus"
"Croton_urucurana","NotEvaluated"
"Crotonogynopsis_usambarica","NotEvaluated"
"Cryptocarya_aschersoniana","NotThreatened"
"Cryptocarya_liebertiana","NotThreatened"
"Cryptocarya_moschata","NotThreatened"
"Cryptocarya_septentrionalis","Vulnerable"
"Cupania_oblongifolia","NotThreatened"
"Cupania_tenuivalvis","NotThreatened"
"Cupania_vernalis","NotThreatened"
"Curitiba_prismatica","Vulnerable"
"Cussonia_angolensis","NotEvaluated"
"Cussonia_ostinii","Vulnerable"
"Cuviera_schliebenii","Threatened"
"Cyanocephalus_lippioides","NotThreatened"
"Cybianthus_detergens","NotThreatened"
"Cyclolobium_brasiliense","NotThreatened"
"Cylicomorpha_parviflora","NotThreatened"
"Cynometra_greenwayi","Vulnerable"
"Cynometra_megalophylla","NotThreatened"
"Cynometra_suaheliensis","NotThreatened"
"Cynometra_webberi","NotThreatened"
"Dahlstedtia_floribunda","NotThreatened"
"Dahlstedtia_muehlbergiana","NotEvaluated"
"Dahlstedtia_pinnata","NotEvaluated"
"Dalbergia_brasiliensis","Vulnerable"
"Dalbergia_fischeri","NotThreatened"
"Dalbergia_miscolobium","NotEvaluated"
"Dalbergia_suaresensis","Threatened"
"Dalbergia_vacciniifolia","Vulnerable"
"Dalbergia_xerophila","Threatened"
"Daniellia_oliveri","NotThreatened"
"Daphnopsis_fasciculata","NotThreatened"
"Daphnopsis_racemosa","NotThreatened"
"Daphnopsis_sellowiana","NotEvaluated"
"Daphnopsis_utilis","NotThreatened"
"Dasylepis_eggelingii","Vulnerable"
"Dasyphyllum_spinescens","NotThreatened"
"Deinbollia_evrardii","NotEvaluated"
"Deinbollia_kilimandscharica","NotThreatened"
"Delonix_velutina","Threatened"
"Dendrolobium_lanceolatum","NotThreatened"
"Dendropanax_cuneatus","NotThreatened"
"Dendrosenecio_erici-rosenii","NotThreatened"
"Detarium_microcarpum","NotThreatened"
"Detarium_senegalense","NotThreatened"
"Dialium_cochinchinense","NotThreatened"
"Dialium_orientale","Vulnerable"
"Diatenopteryx_sorbifolia","NotEvaluated"
"Dichapetalum_stuhlmannii","NotEvaluated"
"Dicranolepis_usambarica","NotEvaluated"
"Dillenia_hookeri","NotEvaluated"
"Dimorphandra_mollis","NotThreatened"
"Diospyros_amaniensis","Vulnerable"
"Diospyros_analamerensis","Threatened"
"Diospyros_brasiliensis","NotThreatened"
"Diospyros_coccolobifolia","NotThreatened"
"Diospyros_decandra","NotEvaluated"
"Diospyros_ehretioides","NotEvaluated"
"Diospyros_filipendula","NotEvaluated"
"Diospyros_fischeri","NotThreatened"
"Diospyros_greenwayi","NotThreatened"
"Diospyros_hispida","NotEvaluated"
"Diospyros_kabuyeana","NotThreatened"
"Diospyros_mollis","NotEvaluated"
"Diospyros_occulta","Vulnerable"
"Diospyros_ovalis","NotEvaluated"
